Epoch,epoch_time,gpu_time
0,20.473419351503253,20.47099609375
1,19.952414620667696,19.95215625
2,19.901513317599893,19.9012421875
3,19.914734495803714,19.91445703125
4,19.955034464597702,19.95474609375
5,19.96167278662324,19.9613828125
6,20.00268859229982,20.002392578125
7,20.106567895039916,20.10625
8,20.044917549937963,20.04461328125
9,20.02616012096405,20.025859375
