Epoch,epoch_time,gpu_time
0,39.887491224333644,39.885375
1,39.4456853736192,39.44520703125
2,39.479608200490475,39.479125
3,39.30206508003175,39.301578125
4,39.31583825312555,39.31552734375
5,39.19789052940905,39.1975859375
6,39.171304950490594,39.1708828125
7,39.21695637702942,39.21651171875
8,39.4766739718616,39.476203125
9,39.200539492070675,39.20008203125
