Epoch,epoch_time,gpu_time
0,39.83094733580947,39.83025
1,39.37446781434119,39.374140625
2,39.34872678108513,39.34837109375
3,39.46728250011802,39.4669296875
4,39.056153528392315,39.05580859375
5,39.05033187940717,39.049984375
6,39.24397458508611,39.24360546875
7,39.24667973816395,39.24632421875
8,39.21177452802658,39.21141015625
9,39.15866465866566,39.15830078125
