timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:47:30.225, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:47:40.303, 0 %, 0 %, 36
2026/03/17 11:47:40.305, 0 %, 0 %, 34
2026/03/17 11:47:40.308, 0 %, 0 %, 36
2026/03/17 11:47:40.311, 0 %, 0 %, 35
2026/03/17 11:47:40.313, 0 %, 0 %, 30
2026/03/17 11:47:40.316, 0 %, 0 %, 31
2026/03/17 11:47:40.317, 0 %, 0 %, 27
2026/03/17 11:47:40.319, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:47:50.409, 0 %, 0 %, 36
2026/03/17 11:47:50.410, 0 %, 0 %, 34
2026/03/17 11:47:50.413, 0 %, 0 %, 36
2026/03/17 11:47:50.414, 0 %, 0 %, 35
2026/03/17 11:47:50.416, 0 %, 0 %, 30
2026/03/17 11:47:50.417, 0 %, 0 %, 31
2026/03/17 11:47:50.420, 0 %, 0 %, 27
2026/03/17 11:47:50.421, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:48:00.499, 0 %, 0 %, 36
2026/03/17 11:48:00.502, 0 %, 0 %, 34
2026/03/17 11:48:00.503, 0 %, 0 %, 36
2026/03/17 11:48:00.505, 0 %, 0 %, 35
2026/03/17 11:48:00.506, 0 %, 0 %, 30
2026/03/17 11:48:00.508, 0 %, 0 %, 31
2026/03/17 11:48:00.510, 0 %, 0 %, 27
2026/03/17 11:48:00.512, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:48:10.591, 0 %, 0 %, 36
2026/03/17 11:48:10.593, 0 %, 0 %, 34
2026/03/17 11:48:10.596, 0 %, 0 %, 36
2026/03/17 11:48:10.597, 0 %, 0 %, 35
2026/03/17 11:48:10.600, 0 %, 0 %, 30
2026/03/17 11:48:10.601, 0 %, 0 %, 31
2026/03/17 11:48:10.604, 0 %, 0 %, 27
2026/03/17 11:48:10.605, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:48:20.684, 0 %, 0 %, 36
2026/03/17 11:48:20.686, 0 %, 0 %, 34
2026/03/17 11:48:20.688, 0 %, 0 %, 36
2026/03/17 11:48:20.691, 0 %, 0 %, 35
2026/03/17 11:48:20.692, 0 %, 0 %, 30
2026/03/17 11:48:20.695, 0 %, 0 %, 31
2026/03/17 11:48:20.696, 0 %, 0 %, 27
2026/03/17 11:48:20.697, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:48:30.777, 0 %, 0 %, 36
2026/03/17 11:48:30.780, 0 %, 0 %, 34
2026/03/17 11:48:30.782, 0 %, 0 %, 36
2026/03/17 11:48:30.784, 0 %, 0 %, 35
2026/03/17 11:48:30.786, 0 %, 0 %, 30
2026/03/17 11:48:30.788, 0 %, 0 %, 31
2026/03/17 11:48:30.790, 0 %, 0 %, 27
2026/03/17 11:48:30.793, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:48:40.872, 0 %, 0 %, 36
2026/03/17 11:48:40.875, 0 %, 0 %, 34
2026/03/17 11:48:40.876, 0 %, 0 %, 36
2026/03/17 11:48:40.879, 0 %, 0 %, 35
2026/03/17 11:48:40.880, 0 %, 0 %, 30
2026/03/17 11:48:40.883, 0 %, 0 %, 31
2026/03/17 11:48:40.885, 0 %, 0 %, 27
2026/03/17 11:48:40.887, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:48:50.978, 0 %, 0 %, 36
2026/03/17 11:48:50.979, 0 %, 0 %, 34
2026/03/17 11:48:50.982, 0 %, 0 %, 36
2026/03/17 11:48:50.983, 0 %, 0 %, 35
2026/03/17 11:48:50.986, 0 %, 0 %, 31
2026/03/17 11:48:50.987, 0 %, 0 %, 31
2026/03/17 11:48:50.988, 0 %, 0 %, 27
2026/03/17 11:48:50.991, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:49:01.070, 0 %, 0 %, 36
2026/03/17 11:49:01.073, 0 %, 0 %, 34
2026/03/17 11:49:01.074, 0 %, 0 %, 36
2026/03/17 11:49:01.077, 0 %, 0 %, 35
2026/03/17 11:49:01.078, 0 %, 0 %, 30
2026/03/17 11:49:01.081, 0 %, 0 %, 31
2026/03/17 11:49:01.083, 0 %, 0 %, 27
2026/03/17 11:49:01.085, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:49:11.164, 0 %, 0 %, 36
2026/03/17 11:49:11.167, 0 %, 0 %, 34
2026/03/17 11:49:11.169, 0 %, 0 %, 36
2026/03/17 11:49:11.170, 0 %, 0 %, 35
2026/03/17 11:49:11.173, 0 %, 0 %, 30
2026/03/17 11:49:11.174, 0 %, 0 %, 31
2026/03/17 11:49:11.176, 0 %, 0 %, 27
2026/03/17 11:49:11.178, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:49:21.268, 0 %, 0 %, 36
2026/03/17 11:49:21.270, 0 %, 0 %, 34
2026/03/17 11:49:21.273, 0 %, 0 %, 36
2026/03/17 11:49:21.276, 0 %, 0 %, 35
2026/03/17 11:49:21.277, 0 %, 0 %, 30
2026/03/17 11:49:21.280, 0 %, 0 %, 31
2026/03/17 11:49:21.282, 0 %, 0 %, 27
2026/03/17 11:49:21.285, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:49:31.377, 0 %, 0 %, 36
2026/03/17 11:49:31.379, 0 %, 0 %, 34
2026/03/17 11:49:31.380, 0 %, 0 %, 36
2026/03/17 11:49:31.382, 0 %, 0 %, 35
2026/03/17 11:49:31.384, 0 %, 0 %, 30
2026/03/17 11:49:31.385, 0 %, 0 %, 31
2026/03/17 11:49:31.386, 0 %, 0 %, 27
2026/03/17 11:49:31.388, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:49:41.467, 0 %, 0 %, 36
2026/03/17 11:49:41.470, 0 %, 0 %, 34
2026/03/17 11:49:41.473, 0 %, 0 %, 36
2026/03/17 11:49:41.474, 0 %, 0 %, 35
2026/03/17 11:49:41.476, 0 %, 0 %, 30
2026/03/17 11:49:41.478, 0 %, 0 %, 31
2026/03/17 11:49:41.480, 0 %, 0 %, 27
2026/03/17 11:49:41.483, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:49:51.549, 0 %, 0 %, 36
2026/03/17 11:49:51.550, 0 %, 0 %, 34
2026/03/17 11:49:51.552, 0 %, 0 %, 36
2026/03/17 11:49:51.554, 0 %, 0 %, 36
2026/03/17 11:49:51.556, 0 %, 0 %, 30
2026/03/17 11:49:51.559, 0 %, 0 %, 31
2026/03/17 11:49:51.560, 0 %, 0 %, 27
2026/03/17 11:49:51.561, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:50:01.640, 0 %, 0 %, 36
2026/03/17 11:50:01.642, 0 %, 0 %, 34
2026/03/17 11:50:01.645, 0 %, 0 %, 36
2026/03/17 11:50:01.646, 0 %, 0 %, 36
2026/03/17 11:50:01.649, 0 %, 0 %, 30
2026/03/17 11:50:01.650, 0 %, 0 %, 31
2026/03/17 11:50:01.653, 0 %, 0 %, 27
2026/03/17 11:50:01.655, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:50:11.734, 0 %, 0 %, 36
2026/03/17 11:50:11.736, 0 %, 0 %, 34
2026/03/17 11:50:11.737, 0 %, 0 %, 36
2026/03/17 11:50:11.739, 0 %, 0 %, 36
2026/03/17 11:50:11.741, 0 %, 0 %, 31
2026/03/17 11:50:11.744, 0 %, 0 %, 31
2026/03/17 11:50:11.746, 0 %, 0 %, 27
2026/03/17 11:50:11.747, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:50:21.826, 0 %, 0 %, 36
2026/03/17 11:50:21.829, 0 %, 0 %, 34
2026/03/17 11:50:21.831, 0 %, 0 %, 36
2026/03/17 11:50:21.833, 0 %, 0 %, 36
2026/03/17 11:50:21.835, 0 %, 0 %, 31
2026/03/17 11:50:21.837, 0 %, 0 %, 31
2026/03/17 11:50:21.838, 0 %, 0 %, 27
2026/03/17 11:50:21.841, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:50:31.918, 0 %, 0 %, 36
2026/03/17 11:50:31.919, 0 %, 0 %, 34
2026/03/17 11:50:31.921, 0 %, 0 %, 36
2026/03/17 11:50:31.923, 0 %, 0 %, 36
2026/03/17 11:50:31.925, 0 %, 0 %, 30
2026/03/17 11:50:31.927, 0 %, 0 %, 31
2026/03/17 11:50:31.930, 0 %, 0 %, 27
2026/03/17 11:50:31.931, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:50:42.010, 0 %, 0 %, 36
2026/03/17 11:50:42.012, 0 %, 0 %, 34
2026/03/17 11:50:42.015, 0 %, 0 %, 36
2026/03/17 11:50:42.018, 0 %, 0 %, 36
2026/03/17 11:50:42.020, 0 %, 0 %, 30
2026/03/17 11:50:42.021, 0 %, 0 %, 31
2026/03/17 11:50:42.023, 0 %, 0 %, 27
2026/03/17 11:50:42.025, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:50:52.104, 0 %, 0 %, 36
2026/03/17 11:50:52.105, 0 %, 0 %, 34
2026/03/17 11:50:52.107, 0 %, 0 %, 36
2026/03/17 11:50:52.108, 0 %, 0 %, 36
2026/03/17 11:50:52.110, 0 %, 0 %, 31
2026/03/17 11:50:52.111, 0 %, 0 %, 31
2026/03/17 11:50:52.113, 0 %, 0 %, 27
2026/03/17 11:50:52.115, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:51:02.193, 0 %, 0 %, 36
2026/03/17 11:51:02.196, 0 %, 0 %, 34
2026/03/17 11:51:02.199, 0 %, 0 %, 36
2026/03/17 11:51:02.202, 0 %, 0 %, 36
2026/03/17 11:51:02.204, 0 %, 0 %, 31
2026/03/17 11:51:02.207, 0 %, 0 %, 31
2026/03/17 11:51:02.208, 0 %, 0 %, 27
2026/03/17 11:51:02.211, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:51:12.303, 0 %, 0 %, 36
2026/03/17 11:51:12.304, 0 %, 0 %, 34
2026/03/17 11:51:12.306, 0 %, 0 %, 36
2026/03/17 11:51:12.308, 0 %, 0 %, 36
2026/03/17 11:51:12.311, 0 %, 0 %, 31
2026/03/17 11:51:12.312, 0 %, 0 %, 31
2026/03/17 11:51:12.315, 0 %, 0 %, 27
2026/03/17 11:51:12.316, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:51:22.395, 0 %, 0 %, 36
2026/03/17 11:51:22.398, 0 %, 0 %, 34
2026/03/17 11:51:22.401, 0 %, 0 %, 36
2026/03/17 11:51:22.402, 0 %, 0 %, 36
2026/03/17 11:51:22.403, 0 %, 0 %, 31
2026/03/17 11:51:22.405, 0 %, 0 %, 31
2026/03/17 11:51:22.406, 0 %, 0 %, 27
2026/03/17 11:51:22.408, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:51:32.486, 0 %, 0 %, 36
2026/03/17 11:51:32.488, 0 %, 0 %, 34
2026/03/17 11:51:32.489, 0 %, 0 %, 36
2026/03/17 11:51:32.492, 0 %, 0 %, 36
2026/03/17 11:51:32.495, 0 %, 0 %, 31
2026/03/17 11:51:32.497, 0 %, 0 %, 31
2026/03/17 11:51:32.500, 0 %, 0 %, 27
2026/03/17 11:51:32.501, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:51:42.581, 0 %, 0 %, 36
2026/03/17 11:51:42.584, 0 %, 0 %, 34
2026/03/17 11:51:42.586, 0 %, 0 %, 36
2026/03/17 11:51:42.589, 0 %, 0 %, 36
2026/03/17 11:51:42.592, 0 %, 0 %, 31
2026/03/17 11:51:42.593, 0 %, 0 %, 31
2026/03/17 11:51:42.594, 0 %, 0 %, 27
2026/03/17 11:51:42.597, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:51:52.674, 0 %, 0 %, 36
2026/03/17 11:51:52.677, 0 %, 0 %, 34
2026/03/17 11:51:52.678, 0 %, 0 %, 36
2026/03/17 11:51:52.679, 0 %, 0 %, 36
2026/03/17 11:51:52.681, 0 %, 0 %, 31
2026/03/17 11:51:52.683, 0 %, 0 %, 31
2026/03/17 11:51:52.686, 0 %, 0 %, 27
2026/03/17 11:51:52.687, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:52:02.768, 0 %, 0 %, 36
2026/03/17 11:52:02.770, 0 %, 0 %, 34
2026/03/17 11:52:02.771, 0 %, 0 %, 36
2026/03/17 11:52:02.774, 0 %, 0 %, 36
2026/03/17 11:52:02.777, 0 %, 0 %, 31
2026/03/17 11:52:02.778, 0 %, 0 %, 31
2026/03/17 11:52:02.779, 0 %, 0 %, 27
2026/03/17 11:52:02.780, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:52:12.870, 0 %, 0 %, 36
2026/03/17 11:52:12.872, 0 %, 0 %, 34
2026/03/17 11:52:12.875, 0 %, 0 %, 36
2026/03/17 11:52:12.876, 0 %, 0 %, 36
2026/03/17 11:52:12.878, 0 %, 0 %, 31
2026/03/17 11:52:12.880, 0 %, 0 %, 31
2026/03/17 11:52:12.883, 0 %, 0 %, 27
2026/03/17 11:52:12.885, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:52:22.965, 0 %, 0 %, 36
2026/03/17 11:52:22.968, 0 %, 0 %, 34
2026/03/17 11:52:22.969, 0 %, 0 %, 36
2026/03/17 11:52:22.972, 0 %, 0 %, 36
2026/03/17 11:52:22.975, 0 %, 0 %, 31
2026/03/17 11:52:22.976, 0 %, 0 %, 31
2026/03/17 11:52:22.977, 0 %, 0 %, 27
2026/03/17 11:52:22.979, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:52:33.058, 0 %, 0 %, 36
2026/03/17 11:52:33.059, 0 %, 0 %, 34
2026/03/17 11:52:33.062, 0 %, 0 %, 36
2026/03/17 11:52:33.063, 0 %, 0 %, 36
2026/03/17 11:52:33.065, 0 %, 0 %, 31
2026/03/17 11:52:33.067, 0 %, 0 %, 31
2026/03/17 11:52:33.070, 0 %, 0 %, 27
2026/03/17 11:52:33.072, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:52:43.152, 0 %, 0 %, 36
2026/03/17 11:52:43.155, 0 %, 0 %, 34
2026/03/17 11:52:43.156, 0 %, 0 %, 36
2026/03/17 11:52:43.159, 0 %, 0 %, 36
2026/03/17 11:52:43.160, 0 %, 0 %, 31
2026/03/17 11:52:43.161, 0 %, 0 %, 31
2026/03/17 11:52:43.163, 0 %, 0 %, 27
2026/03/17 11:52:43.164, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:52:53.242, 0 %, 0 %, 36
2026/03/17 11:52:53.245, 0 %, 0 %, 34
2026/03/17 11:52:53.247, 0 %, 0 %, 36
2026/03/17 11:52:53.249, 0 %, 0 %, 36
2026/03/17 11:52:53.250, 0 %, 0 %, 31
2026/03/17 11:52:53.253, 0 %, 0 %, 31
2026/03/17 11:52:53.255, 0 %, 0 %, 27
2026/03/17 11:52:53.258, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:53:03.338, 0 %, 0 %, 36
2026/03/17 11:53:03.341, 0 %, 0 %, 34
2026/03/17 11:53:03.343, 0 %, 0 %, 36
2026/03/17 11:53:03.346, 0 %, 0 %, 36
2026/03/17 11:53:03.349, 0 %, 0 %, 31
2026/03/17 11:53:03.350, 0 %, 0 %, 31
2026/03/17 11:53:03.351, 0 %, 0 %, 27
2026/03/17 11:53:03.354, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:53:13.445, 0 %, 0 %, 36
2026/03/17 11:53:13.447, 0 %, 0 %, 34
2026/03/17 11:53:13.448, 0 %, 0 %, 36
2026/03/17 11:53:13.449, 0 %, 0 %, 36
2026/03/17 11:53:13.451, 0 %, 0 %, 31
2026/03/17 11:53:13.453, 0 %, 0 %, 31
2026/03/17 11:53:13.456, 0 %, 0 %, 27
2026/03/17 11:53:13.457, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:53:23.536, 0 %, 0 %, 36
2026/03/17 11:53:23.538, 0 %, 0 %, 34
2026/03/17 11:53:23.540, 0 %, 0 %, 36
2026/03/17 11:53:23.543, 0 %, 0 %, 36
2026/03/17 11:53:23.545, 0 %, 0 %, 31
2026/03/17 11:53:23.547, 0 %, 0 %, 31
2026/03/17 11:53:23.548, 0 %, 0 %, 27
2026/03/17 11:53:23.551, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:53:33.641, 0 %, 0 %, 36
2026/03/17 11:53:33.644, 0 %, 0 %, 34
2026/03/17 11:53:33.647, 0 %, 0 %, 36
2026/03/17 11:53:33.648, 0 %, 0 %, 36
2026/03/17 11:53:33.649, 0 %, 0 %, 31
2026/03/17 11:53:33.652, 0 %, 0 %, 31
2026/03/17 11:53:33.655, 0 %, 0 %, 27
2026/03/17 11:53:33.657, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:53:43.736, 0 %, 0 %, 36
2026/03/17 11:53:43.737, 0 %, 0 %, 34
2026/03/17 11:53:43.739, 0 %, 0 %, 36
2026/03/17 11:53:43.740, 0 %, 0 %, 36
2026/03/17 11:53:43.741, 0 %, 0 %, 31
2026/03/17 11:53:43.743, 0 %, 0 %, 31
2026/03/17 11:53:43.744, 0 %, 0 %, 27
2026/03/17 11:53:43.745, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:53:53.836, 0 %, 0 %, 36
2026/03/17 11:53:53.837, 0 %, 0 %, 34
2026/03/17 11:53:53.840, 0 %, 0 %, 36
