timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:37:38.447, 0 %, 0 %, 41
2026/03/04 13:37:38.450, 0 %, 0 %, 33
2026/03/04 13:37:38.451, 0 %, 0 %, 35
2026/03/04 13:37:38.454, 0 %, 0 %, 35
2026/03/04 13:37:38.456, 0 %, 0 %, 29
2026/03/04 13:37:38.459, 0 %, 0 %, 31
2026/03/04 13:37:38.460, 0 %, 0 %, 27
2026/03/04 13:37:38.463, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:37:48.541, 0 %, 0 %, 41
2026/03/04 13:37:48.542, 0 %, 0 %, 33
2026/03/04 13:37:48.545, 0 %, 0 %, 35
2026/03/04 13:37:48.546, 0 %, 0 %, 35
2026/03/04 13:37:48.547, 0 %, 0 %, 29
2026/03/04 13:37:48.549, 0 %, 0 %, 31
2026/03/04 13:37:48.551, 0 %, 0 %, 27
2026/03/04 13:37:48.552, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:37:58.641, 0 %, 0 %, 41
2026/03/04 13:37:58.644, 0 %, 0 %, 33
2026/03/04 13:37:58.645, 0 %, 0 %, 35
2026/03/04 13:37:58.648, 0 %, 0 %, 35
2026/03/04 13:37:58.650, 0 %, 0 %, 29
2026/03/04 13:37:58.653, 0 %, 0 %, 31
2026/03/04 13:37:58.654, 0 %, 0 %, 27
2026/03/04 13:37:58.657, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:38:08.736, 0 %, 0 %, 41
2026/03/04 13:38:08.738, 0 %, 0 %, 33
2026/03/04 13:38:08.741, 0 %, 0 %, 35
2026/03/04 13:38:08.742, 0 %, 0 %, 35
2026/03/04 13:38:08.743, 0 %, 0 %, 29
2026/03/04 13:38:08.745, 0 %, 0 %, 31
2026/03/04 13:38:08.747, 0 %, 0 %, 27
2026/03/04 13:38:08.748, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:38:18.826, 0 %, 0 %, 41
2026/03/04 13:38:18.827, 0 %, 0 %, 33
2026/03/04 13:38:18.828, 0 %, 0 %, 35
2026/03/04 13:38:18.831, 0 %, 0 %, 35
2026/03/04 13:38:18.833, 0 %, 0 %, 29
2026/03/04 13:38:18.836, 0 %, 0 %, 31
2026/03/04 13:38:18.837, 0 %, 0 %, 27
2026/03/04 13:38:18.840, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:38:28.919, 0 %, 0 %, 41
2026/03/04 13:38:28.921, 0 %, 0 %, 33
2026/03/04 13:38:28.924, 0 %, 0 %, 35
2026/03/04 13:38:28.925, 0 %, 0 %, 35
2026/03/04 13:38:28.926, 0 %, 0 %, 29
2026/03/04 13:38:28.928, 0 %, 0 %, 31
2026/03/04 13:38:28.930, 0 %, 0 %, 27
2026/03/04 13:38:28.932, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:38:38.997, 0 %, 0 %, 41
2026/03/04 13:38:38.998, 0 %, 0 %, 33
2026/03/04 13:38:39.000, 0 %, 0 %, 35
2026/03/04 13:38:39.003, 0 %, 0 %, 35
2026/03/04 13:38:39.006, 0 %, 0 %, 29
2026/03/04 13:38:39.007, 0 %, 0 %, 31
2026/03/04 13:38:39.008, 0 %, 0 %, 27
2026/03/04 13:38:39.011, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:38:49.090, 0 %, 0 %, 41
2026/03/04 13:38:49.091, 0 %, 0 %, 33
2026/03/04 13:38:49.093, 0 %, 0 %, 35
2026/03/04 13:38:49.095, 0 %, 0 %, 35
2026/03/04 13:38:49.096, 0 %, 0 %, 29
2026/03/04 13:38:49.099, 0 %, 0 %, 31
2026/03/04 13:38:49.102, 0 %, 0 %, 27
2026/03/04 13:38:49.103, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:38:59.181, 0 %, 0 %, 41
2026/03/04 13:38:59.184, 0 %, 0 %, 33
2026/03/04 13:38:59.186, 0 %, 0 %, 35
2026/03/04 13:38:59.188, 0 %, 0 %, 35
2026/03/04 13:38:59.190, 0 %, 0 %, 29
2026/03/04 13:38:59.192, 0 %, 0 %, 31
2026/03/04 13:38:59.193, 0 %, 0 %, 27
2026/03/04 13:38:59.195, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:39:09.275, 0 %, 0 %, 41
2026/03/04 13:39:09.276, 0 %, 0 %, 33
2026/03/04 13:39:09.277, 0 %, 0 %, 35
2026/03/04 13:39:09.280, 0 %, 0 %, 35
2026/03/04 13:39:09.281, 0 %, 0 %, 29
2026/03/04 13:39:09.284, 0 %, 0 %, 31
2026/03/04 13:39:09.286, 0 %, 0 %, 27
2026/03/04 13:39:09.288, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:39:19.367, 0 %, 0 %, 41
2026/03/04 13:39:19.368, 0 %, 0 %, 33
2026/03/04 13:39:19.369, 0 %, 0 %, 35
2026/03/04 13:39:19.371, 0 %, 0 %, 35
2026/03/04 13:39:19.373, 0 %, 0 %, 29
2026/03/04 13:39:19.375, 0 %, 0 %, 31
2026/03/04 13:39:19.376, 0 %, 0 %, 27
2026/03/04 13:39:19.379, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:39:29.444, 0 %, 0 %, 41
2026/03/04 13:39:29.446, 0 %, 0 %, 33
2026/03/04 13:39:29.449, 0 %, 0 %, 35
2026/03/04 13:39:29.451, 0 %, 0 %, 35
2026/03/04 13:39:29.453, 0 %, 0 %, 29
2026/03/04 13:39:29.455, 0 %, 0 %, 31
2026/03/04 13:39:29.457, 0 %, 0 %, 27
2026/03/04 13:39:29.458, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:39:39.537, 0 %, 0 %, 41
2026/03/04 13:39:39.538, 0 %, 0 %, 33
2026/03/04 13:39:39.540, 0 %, 0 %, 35
2026/03/04 13:39:39.541, 0 %, 0 %, 35
2026/03/04 13:39:39.544, 0 %, 0 %, 29
2026/03/04 13:39:39.545, 0 %, 0 %, 31
2026/03/04 13:39:39.548, 0 %, 0 %, 27
2026/03/04 13:39:39.550, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:39:49.630, 0 %, 0 %, 41
2026/03/04 13:39:49.632, 0 %, 0 %, 33
2026/03/04 13:39:49.635, 0 %, 0 %, 35
2026/03/04 13:39:49.637, 0 %, 0 %, 35
2026/03/04 13:39:49.638, 0 %, 0 %, 29
2026/03/04 13:39:49.641, 0 %, 0 %, 31
2026/03/04 13:39:49.642, 0 %, 0 %, 27
2026/03/04 13:39:49.644, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:39:59.722, 0 %, 0 %, 41
2026/03/04 13:39:59.724, 0 %, 0 %, 33
2026/03/04 13:39:59.725, 0 %, 0 %, 35
2026/03/04 13:39:59.727, 0 %, 0 %, 35
2026/03/04 13:39:59.729, 0 %, 0 %, 29
2026/03/04 13:39:59.731, 0 %, 0 %, 31
2026/03/04 13:39:59.733, 0 %, 0 %, 27
2026/03/04 13:39:59.735, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:40:09.801, 0 %, 0 %, 41
2026/03/04 13:40:09.803, 0 %, 0 %, 33
2026/03/04 13:40:09.805, 0 %, 0 %, 35
2026/03/04 13:40:09.808, 0 %, 0 %, 35
2026/03/04 13:40:09.809, 0 %, 0 %, 29
2026/03/04 13:40:09.812, 0 %, 0 %, 31
2026/03/04 13:40:09.813, 0 %, 0 %, 27
2026/03/04 13:40:09.816, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:40:19.893, 0 %, 0 %, 41
2026/03/04 13:40:19.895, 0 %, 0 %, 33
2026/03/04 13:40:19.896, 0 %, 0 %, 35
2026/03/04 13:40:19.898, 0 %, 0 %, 35
2026/03/04 13:40:19.899, 0 %, 0 %, 29
2026/03/04 13:40:19.900, 0 %, 0 %, 31
2026/03/04 13:40:19.903, 0 %, 0 %, 27
2026/03/04 13:40:19.904, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:40:29.983, 0 %, 0 %, 41
2026/03/04 13:40:29.984, 0 %, 0 %, 33
2026/03/04 13:40:29.987, 0 %, 0 %, 35
2026/03/04 13:40:29.989, 0 %, 0 %, 35
2026/03/04 13:40:29.992, 0 %, 0 %, 29
2026/03/04 13:40:29.994, 0 %, 0 %, 31
2026/03/04 13:40:29.996, 0 %, 0 %, 27
2026/03/04 13:40:29.997, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:40:40.074, 0 %, 0 %, 41
2026/03/04 13:40:40.076, 0 %, 0 %, 33
2026/03/04 13:40:40.078, 0 %, 0 %, 35
2026/03/04 13:40:40.079, 0 %, 0 %, 35
2026/03/04 13:40:40.080, 0 %, 0 %, 29
2026/03/04 13:40:40.082, 0 %, 0 %, 31
2026/03/04 13:40:40.084, 0 %, 0 %, 27
2026/03/04 13:40:40.087, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:40:50.177, 0 %, 0 %, 41
2026/03/04 13:40:50.178, 0 %, 0 %, 33
2026/03/04 13:40:50.181, 0 %, 0 %, 35
2026/03/04 13:40:50.183, 0 %, 0 %, 35
2026/03/04 13:40:50.186, 0 %, 0 %, 29
2026/03/04 13:40:50.188, 0 %, 0 %, 31
2026/03/04 13:40:50.190, 0 %, 0 %, 27
2026/03/04 13:40:50.191, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:41:00.256, 0 %, 0 %, 41
2026/03/04 13:41:00.259, 0 %, 0 %, 33
2026/03/04 13:41:00.260, 0 %, 0 %, 35
2026/03/04 13:41:00.261, 0 %, 0 %, 35
2026/03/04 13:41:00.264, 0 %, 0 %, 29
2026/03/04 13:41:00.265, 0 %, 0 %, 31
2026/03/04 13:41:00.268, 0 %, 0 %, 27
2026/03/04 13:41:00.270, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:41:10.348, 0 %, 0 %, 41
2026/03/04 13:41:10.351, 0 %, 0 %, 33
2026/03/04 13:41:10.352, 0 %, 0 %, 35
2026/03/04 13:41:10.355, 0 %, 0 %, 35
2026/03/04 13:41:10.356, 0 %, 0 %, 29
2026/03/04 13:41:10.357, 0 %, 0 %, 31
2026/03/04 13:41:10.359, 0 %, 0 %, 27
2026/03/04 13:41:10.360, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:41:20.426, 0 %, 0 %, 41
2026/03/04 13:41:20.428, 0 %, 0 %, 33
2026/03/04 13:41:20.431, 0 %, 0 %, 35
2026/03/04 13:41:20.432, 0 %, 0 %, 35
2026/03/04 13:41:20.435, 0 %, 0 %, 29
2026/03/04 13:41:20.437, 0 %, 0 %, 31
2026/03/04 13:41:20.440, 0 %, 0 %, 27
2026/03/04 13:41:20.442, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:41:30.521, 0 %, 0 %, 41
2026/03/04 13:41:30.522, 0 %, 0 %, 33
2026/03/04 13:41:30.523, 0 %, 0 %, 35
2026/03/04 13:41:30.526, 0 %, 0 %, 35
2026/03/04 13:41:30.527, 0 %, 0 %, 29
2026/03/04 13:41:30.529, 0 %, 0 %, 31
2026/03/04 13:41:30.530, 0 %, 0 %, 27
2026/03/04 13:41:30.531, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:41:40.607, 0 %, 0 %, 41
2026/03/04 13:41:40.610, 0 %, 0 %, 33
2026/03/04 13:41:40.612, 0 %, 0 %, 35
2026/03/04 13:41:40.614, 0 %, 0 %, 35
2026/03/04 13:41:40.616, 0 %, 0 %, 29
2026/03/04 13:41:40.619, 0 %, 0 %, 31
2026/03/04 13:41:40.622, 0 %, 0 %, 27
2026/03/04 13:41:40.624, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:41:50.701, 0 %, 0 %, 41
2026/03/04 13:41:50.704, 0 %, 0 %, 33
2026/03/04 13:41:50.706, 0 %, 0 %, 35
2026/03/04 13:41:50.709, 0 %, 0 %, 35
2026/03/04 13:41:50.710, 0 %, 0 %, 29
2026/03/04 13:41:50.713, 0 %, 0 %, 31
2026/03/04 13:41:50.714, 0 %, 0 %, 27
2026/03/04 13:41:50.716, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:42:00.792, 0 %, 0 %, 41
2026/03/04 13:42:00.794, 0 %, 0 %, 33
2026/03/04 13:42:00.795, 0 %, 0 %, 35
2026/03/04 13:42:00.796, 0 %, 0 %, 35
2026/03/04 13:42:00.799, 0 %, 0 %, 29
2026/03/04 13:42:00.800, 0 %, 0 %, 31
2026/03/04 13:42:00.802, 0 %, 0 %, 27
2026/03/04 13:42:00.804, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:42:10.871, 0 %, 0 %, 41
2026/03/04 13:42:10.874, 0 %, 0 %, 33
2026/03/04 13:42:10.876, 0 %, 0 %, 35
2026/03/04 13:42:10.879, 0 %, 0 %, 35
2026/03/04 13:42:10.882, 0 %, 0 %, 29
2026/03/04 13:42:10.884, 0 %, 0 %, 31
2026/03/04 13:42:10.887, 0 %, 0 %, 27
2026/03/04 13:42:10.888, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:42:20.966, 0 %, 0 %, 41
2026/03/04 13:42:20.968, 0 %, 0 %, 33
2026/03/04 13:42:20.969, 0 %, 0 %, 35
2026/03/04 13:42:20.970, 0 %, 0 %, 35
2026/03/04 13:42:20.972, 0 %, 0 %, 29
2026/03/04 13:42:20.973, 0 %, 0 %, 31
2026/03/04 13:42:20.974, 0 %, 0 %, 27
2026/03/04 13:42:20.977, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:42:31.055, 0 %, 0 %, 41
2026/03/04 13:42:31.058, 0 %, 0 %, 33
2026/03/04 13:42:31.060, 0 %, 0 %, 35
2026/03/04 13:42:31.063, 0 %, 0 %, 35
2026/03/04 13:42:31.065, 0 %, 0 %, 29
2026/03/04 13:42:31.067, 0 %, 0 %, 31
2026/03/04 13:42:31.069, 0 %, 0 %, 27
2026/03/04 13:42:31.071, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:42:41.148, 0 %, 0 %, 41
2026/03/04 13:42:41.150, 0 %, 0 %, 33
2026/03/04 13:42:41.151, 0 %, 0 %, 35
2026/03/04 13:42:41.153, 0 %, 0 %, 35
2026/03/04 13:42:41.154, 0 %, 0 %, 29
2026/03/04 13:42:41.157, 0 %, 0 %, 31
2026/03/04 13:42:41.159, 0 %, 0 %, 27
2026/03/04 13:42:41.162, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:42:51.240, 0 %, 0 %, 41
2026/03/04 13:42:51.242, 0 %, 0 %, 33
2026/03/04 13:42:51.245, 0 %, 0 %, 35
2026/03/04 13:42:51.247, 0 %, 0 %, 35
2026/03/04 13:42:51.249, 0 %, 0 %, 29
2026/03/04 13:42:51.250, 0 %, 0 %, 31
2026/03/04 13:42:51.251, 0 %, 0 %, 27
2026/03/04 13:42:51.253, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:43:01.330, 0 %, 0 %, 41
2026/03/04 13:43:01.332, 0 %, 0 %, 33
2026/03/04 13:43:01.335, 0 %, 0 %, 35
2026/03/04 13:43:01.336, 0 %, 0 %, 35
2026/03/04 13:43:01.338, 0 %, 0 %, 29
2026/03/04 13:43:01.341, 0 %, 0 %, 31
2026/03/04 13:43:01.344, 0 %, 0 %, 27
2026/03/04 13:43:01.346, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:43:11.424, 0 %, 0 %, 41
2026/03/04 13:43:11.426, 0 %, 0 %, 33
2026/03/04 13:43:11.427, 0 %, 0 %, 35
2026/03/04 13:43:11.428, 0 %, 0 %, 35
2026/03/04 13:43:11.430, 0 %, 0 %, 29
2026/03/04 13:43:11.431, 0 %, 0 %, 31
2026/03/04 13:43:11.432, 0 %, 0 %, 27
2026/03/04 13:43:11.434, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:43:21.511, 0 %, 0 %, 41
2026/03/04 13:43:21.514, 0 %, 0 %, 33
2026/03/04 13:43:21.516, 0 %, 0 %, 35
2026/03/04 13:43:21.519, 0 %, 0 %, 35
2026/03/04 13:43:21.521, 0 %, 0 %, 29
2026/03/04 13:43:21.524, 0 %, 0 %, 31
2026/03/04 13:43:21.527, 0 %, 0 %, 27
2026/03/04 13:43:21.529, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 13:43:31.608, 0 %, 0 %, 41
2026/03/04 13:43:31.609, 0 %, 0 %, 33
2026/03/04 13:43:31.610, 0 %, 0 %, 35
2026/03/04 13:43:31.612, 0 %, 0 %, 35
2026/03/04 13:43:31.613, 0 %, 0 %, 29
2026/03/04 13:43:31.614, 0 %, 0 %, 31
2026/03/04 13:43:31.616, 0 %, 0 %, 27
2026/03/04 13:43:31.617, 0 %, 0 %, 28
