Epoch,epoch_time, loss
0,82.898895252496,1.83388296875
1,82.05716612748802,1.54089015625
2,81.8189416769892,1.364221875
3,81.9696155320853,1.226622734375
4,81.91428087092936,1.11767359375
5,81.83582978695631,1.042513046875
6,81.87320591695607,0.95403515625
7,81.79676721431315,0.8854765625
8,81.93067205883563,0.811321640625
9,81.91793063655496,0.757416328125
10,82.01003720797598,0.70112640625
11,81.81384172290564,0.654816953125
12,81.84344988316298,0.606815625
13,81.8880673814565,0.56269375
14,81.85089807026088,0.535741875
15,81.8798574693501,0.494635078125
16,81.85459832847118,0.469868828125
17,81.80158085748553,0.441289609375
18,81.87132975272834,0.406673203125
19,81.90462207235396,0.384549453125
20,82.06850605085492,0.3726165625
21,81.83437291905284,0.351573046875
22,81.83887819200754,0.3354773046875
23,81.82556512206793,0.31772759765625
24,81.81563361361623,0.296728125
25,81.8836453538388,0.2884683984375
26,81.80021438747644,0.2730648046875
27,81.8411306887865,0.263741953125
28,81.84571059048176,0.2559913671875
29,81.90682780742645,0.24500994140625
