timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:20:10.297, 0 %, 0 %, 34
2026/03/04 11:20:10.299, 0 %, 0 %, 31
2026/03/04 11:20:10.301, 0 %, 0 %, 32
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:20:20.363, 0 %, 0 %, 40
2026/03/04 11:20:20.365, 0 %, 0 %, 37
2026/03/04 11:20:20.367, 0 %, 0 %, 39
2026/03/04 11:20:20.368, 0 %, 0 %, 39
2026/03/04 11:20:20.371, 0 %, 0 %, 34
2026/03/04 11:20:20.373, 0 %, 0 %, 34
2026/03/04 11:20:20.374, 0 %, 0 %, 31
2026/03/04 11:20:20.376, 0 %, 0 %, 32
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:20:30.463, 0 %, 0 %, 40
2026/03/04 11:20:30.466, 0 %, 0 %, 37
2026/03/04 11:20:30.467, 0 %, 0 %, 40
2026/03/04 11:20:30.469, 0 %, 0 %, 40
2026/03/04 11:20:30.470, 0 %, 0 %, 34
2026/03/04 11:20:30.471, 0 %, 0 %, 35
2026/03/04 11:20:30.473, 0 %, 0 %, 32
2026/03/04 11:20:30.474, 0 %, 0 %, 33
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:20:40.550, 0 %, 0 %, 40
2026/03/04 11:20:40.553, 0 %, 0 %, 37
2026/03/04 11:20:40.554, 0 %, 0 %, 40
2026/03/04 11:20:40.555, 0 %, 0 %, 40
2026/03/04 11:20:40.557, 0 %, 0 %, 34
2026/03/04 11:20:40.559, 0 %, 0 %, 35
2026/03/04 11:20:40.560, 0 %, 0 %, 32
2026/03/04 11:20:40.562, 0 %, 0 %, 33
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:20:50.626, 0 %, 0 %, 40
2026/03/04 11:20:50.628, 0 %, 0 %, 38
2026/03/04 11:20:50.629, 0 %, 0 %, 40
2026/03/04 11:20:50.631, 0 %, 0 %, 40
2026/03/04 11:20:50.633, 0 %, 0 %, 35
2026/03/04 11:20:50.634, 0 %, 0 %, 35
2026/03/04 11:20:50.636, 0 %, 0 %, 32
2026/03/04 11:20:50.637, 0 %, 0 %, 33
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:21:00.712, 0 %, 0 %, 40
2026/03/04 11:21:00.715, 0 %, 0 %, 38
2026/03/04 11:21:00.717, 0 %, 0 %, 40
2026/03/04 11:21:00.718, 0 %, 0 %, 40
2026/03/04 11:21:00.720, 0 %, 0 %, 35
2026/03/04 11:21:00.722, 0 %, 0 %, 35
2026/03/04 11:21:00.724, 0 %, 0 %, 33
2026/03/04 11:21:00.726, 0 %, 0 %, 33
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:21:10.801, 0 %, 0 %, 40
2026/03/04 11:21:10.803, 0 %, 0 %, 38
2026/03/04 11:21:10.804, 0 %, 0 %, 40
2026/03/04 11:21:10.806, 0 %, 0 %, 40
2026/03/04 11:21:10.807, 0 %, 0 %, 35
2026/03/04 11:21:10.808, 0 %, 0 %, 36
2026/03/04 11:21:10.810, 0 %, 0 %, 33
2026/03/04 11:21:10.811, 0 %, 0 %, 34
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:21:20.921, 93 %, 22 %, 43
2026/03/04 11:21:20.927, 96 %, 22 %, 42
2026/03/04 11:21:20.931, 31 %, 21 %, 42
2026/03/04 11:21:20.934, 100 %, 3 %, 45
2026/03/04 11:21:20.939, 66 %, 9 %, 39
2026/03/04 11:21:20.942, 87 %, 35 %, 38
2026/03/04 11:21:20.945, 98 %, 9 %, 36
2026/03/04 11:21:20.952, 90 %, 47 %, 37
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:21:31.021, 52 %, 34 %, 45
2026/03/04 11:21:31.023, 93 %, 43 %, 42
2026/03/04 11:21:31.025, 95 %, 24 %, 46
2026/03/04 11:21:31.028, 50 %, 18 %, 44
2026/03/04 11:21:31.030, 94 %, 28 %, 39
2026/03/04 11:21:31.031, 95 %, 10 %, 39
2026/03/04 11:21:31.034, 89 %, 34 %, 36
2026/03/04 11:21:31.036, 96 %, 33 %, 37
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:21:41.139, 100 %, 4 %, 45
2026/03/04 11:21:41.143, 100 %, 0 %, 44
2026/03/04 11:21:41.146, 86 %, 39 %, 46
2026/03/04 11:21:41.148, 8 %, 5 %, 46
2026/03/04 11:21:41.150, 88 %, 26 %, 41
2026/03/04 11:21:41.153, 91 %, 28 %, 42
2026/03/04 11:21:41.154, 96 %, 11 %, 38
2026/03/04 11:21:41.157, 96 %, 29 %, 39
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:21:51.264, 4 %, 3 %, 45
2026/03/04 11:21:51.267, 100 %, 10 %, 43
2026/03/04 11:21:51.269, 92 %, 26 %, 46
2026/03/04 11:21:51.274, 100 %, 10 %, 46
2026/03/04 11:21:51.276, 100 %, 0 %, 42
2026/03/04 11:21:51.278, 92 %, 35 %, 42
2026/03/04 11:21:51.283, 96 %, 24 %, 38
2026/03/04 11:21:51.287, 100 %, 0 %, 39
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:22:01.398, 82 %, 51 %, 50
2026/03/04 11:22:01.401, 86 %, 54 %, 49
2026/03/04 11:22:01.406, 85 %, 52 %, 52
2026/03/04 11:22:01.409, 87 %, 54 %, 52
2026/03/04 11:22:01.414, 84 %, 55 %, 46
2026/03/04 11:22:01.418, 75 %, 52 %, 45
2026/03/04 11:22:01.421, 80 %, 51 %, 44
2026/03/04 11:22:01.425, 86 %, 55 %, 43
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:22:11.542, 83 %, 52 %, 53
2026/03/04 11:22:11.548, 89 %, 53 %, 50
2026/03/04 11:22:11.554, 82 %, 53 %, 53
2026/03/04 11:22:11.556, 86 %, 54 %, 54
2026/03/04 11:22:11.558, 83 %, 52 %, 49
2026/03/04 11:22:11.560, 75 %, 54 %, 48
2026/03/04 11:22:11.563, 82 %, 51 %, 46
2026/03/04 11:22:11.565, 84 %, 55 %, 47
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:22:21.687, 84 %, 54 %, 54
2026/03/04 11:22:21.691, 86 %, 57 %, 51
2026/03/04 11:22:21.694, 86 %, 52 %, 55
2026/03/04 11:22:21.701, 87 %, 54 %, 55
2026/03/04 11:22:21.704, 82 %, 53 %, 52
2026/03/04 11:22:21.708, 85 %, 53 %, 49
2026/03/04 11:22:21.712, 82 %, 53 %, 48
2026/03/04 11:22:21.714, 81 %, 55 %, 49
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:22:31.827, 85 %, 56 %, 56
2026/03/04 11:22:31.834, 84 %, 57 %, 55
2026/03/04 11:22:31.840, 85 %, 55 %, 57
2026/03/04 11:22:31.846, 85 %, 58 %, 59
2026/03/04 11:22:31.852, 83 %, 55 %, 54
2026/03/04 11:22:31.858, 82 %, 56 %, 51
2026/03/04 11:22:31.862, 86 %, 56 %, 49
2026/03/04 11:22:31.865, 86 %, 57 %, 50
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:22:41.980, 84 %, 58 %, 57
2026/03/04 11:22:41.986, 84 %, 55 %, 56
2026/03/04 11:22:41.989, 82 %, 54 %, 58
2026/03/04 11:22:41.992, 81 %, 56 %, 60
2026/03/04 11:22:41.994, 81 %, 55 %, 56
2026/03/04 11:22:41.996, 86 %, 59 %, 53
2026/03/04 11:22:42.001, 81 %, 54 %, 51
2026/03/04 11:22:42.004, 87 %, 60 %, 52
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:22:52.130, 83 %, 55 %, 59
2026/03/04 11:22:52.137, 87 %, 59 %, 56
2026/03/04 11:22:52.144, 85 %, 55 %, 59
2026/03/04 11:22:52.146, 86 %, 59 %, 60
2026/03/04 11:22:52.149, 81 %, 57 %, 57
2026/03/04 11:22:52.155, 88 %, 58 %, 54
2026/03/04 11:22:52.159, 86 %, 56 %, 52
2026/03/04 11:22:52.168, 85 %, 57 %, 54
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:23:02.291, 81 %, 56 %, 60
2026/03/04 11:23:02.299, 85 %, 56 %, 57
2026/03/04 11:23:02.304, 83 %, 55 %, 60
2026/03/04 11:23:02.308, 83 %, 56 %, 62
2026/03/04 11:23:02.312, 82 %, 57 %, 58
2026/03/04 11:23:02.317, 87 %, 58 %, 56
2026/03/04 11:23:02.320, 82 %, 55 %, 54
2026/03/04 11:23:02.325, 85 %, 56 %, 55
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:23:12.437, 71 %, 36 %, 57
2026/03/04 11:23:12.442, 67 %, 33 %, 56
2026/03/04 11:23:12.445, 13 %, 0 %, 57
2026/03/04 11:23:12.447, 0 %, 0 %, 60
2026/03/04 11:23:12.448, 0 %, 0 %, 55
2026/03/04 11:23:12.450, 68 %, 46 %, 53
2026/03/04 11:23:12.453, 40 %, 24 %, 51
2026/03/04 11:23:12.456, 17 %, 7 %, 52
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:23:22.567, 86 %, 55 %, 62
2026/03/04 11:23:22.571, 86 %, 58 %, 59
2026/03/04 11:23:22.574, 85 %, 56 %, 61
2026/03/04 11:23:22.579, 85 %, 58 %, 63
2026/03/04 11:23:22.586, 77 %, 52 %, 61
2026/03/04 11:23:22.588, 85 %, 57 %, 58
2026/03/04 11:23:22.593, 84 %, 56 %, 56
2026/03/04 11:23:22.596, 89 %, 58 %, 57
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:23:32.721, 85 %, 57 %, 62
2026/03/04 11:23:32.727, 85 %, 58 %, 60
2026/03/04 11:23:32.732, 85 %, 57 %, 61
2026/03/04 11:23:32.739, 83 %, 56 %, 65
2026/03/04 11:23:32.742, 82 %, 56 %, 61
2026/03/04 11:23:32.747, 86 %, 60 %, 58
2026/03/04 11:23:32.749, 84 %, 56 %, 56
2026/03/04 11:23:32.751, 87 %, 58 %, 57
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:23:42.871, 85 %, 54 %, 63
2026/03/04 11:23:42.876, 86 %, 56 %, 61
2026/03/04 11:23:42.879, 86 %, 53 %, 63
2026/03/04 11:23:42.883, 83 %, 56 %, 65
2026/03/04 11:23:42.889, 82 %, 55 %, 61
2026/03/04 11:23:42.893, 85 %, 56 %, 59
2026/03/04 11:23:42.896, 77 %, 54 %, 57
2026/03/04 11:23:42.900, 88 %, 55 %, 58
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:23:53.014, 83 %, 55 %, 64
2026/03/04 11:23:53.021, 87 %, 57 %, 61
2026/03/04 11:23:53.027, 85 %, 56 %, 63
2026/03/04 11:23:53.033, 88 %, 59 %, 66
2026/03/04 11:23:53.036, 81 %, 56 %, 62
2026/03/04 11:23:53.043, 86 %, 58 %, 59
2026/03/04 11:23:53.046, 83 %, 58 %, 57
2026/03/04 11:23:53.049, 88 %, 57 %, 58
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:24:03.170, 83 %, 54 %, 64
2026/03/04 11:24:03.177, 88 %, 57 %, 62
2026/03/04 11:24:03.182, 86 %, 55 %, 63
2026/03/04 11:24:03.186, 89 %, 58 %, 67
2026/03/04 11:24:03.188, 82 %, 57 %, 61
2026/03/04 11:24:03.190, 79 %, 55 %, 60
2026/03/04 11:24:03.195, 82 %, 54 %, 58
2026/03/04 11:24:03.199, 85 %, 56 %, 58
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:24:13.324, 83 %, 55 %, 63
2026/03/04 11:24:13.330, 87 %, 56 %, 63
2026/03/04 11:24:13.334, 86 %, 55 %, 64
2026/03/04 11:24:13.339, 83 %, 56 %, 68
2026/03/04 11:24:13.345, 81 %, 55 %, 62
2026/03/04 11:24:13.353, 84 %, 55 %, 60
2026/03/04 11:24:13.356, 80 %, 54 %, 58
2026/03/04 11:24:13.360, 87 %, 58 %, 58
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:24:23.482, 84 %, 55 %, 63
2026/03/04 11:24:23.489, 86 %, 58 %, 63
2026/03/04 11:24:23.493, 82 %, 55 %, 65
2026/03/04 11:24:23.496, 84 %, 56 %, 68
2026/03/04 11:24:23.499, 83 %, 57 %, 63
2026/03/04 11:24:23.502, 85 %, 56 %, 60
2026/03/04 11:24:23.507, 79 %, 55 %, 58
2026/03/04 11:24:23.511, 87 %, 57 %, 58
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:24:33.635, 85 %, 56 %, 64
2026/03/04 11:24:33.642, 74 %, 50 %, 63
2026/03/04 11:24:33.644, 87 %, 55 %, 63
2026/03/04 11:24:33.647, 82 %, 50 %, 67
2026/03/04 11:24:33.651, 78 %, 48 %, 63
2026/03/04 11:24:33.653, 88 %, 55 %, 60
2026/03/04 11:24:33.656, 85 %, 56 %, 57
2026/03/04 11:24:33.662, 80 %, 50 %, 59
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:24:43.782, 86 %, 54 %, 64
2026/03/04 11:24:43.786, 87 %, 58 %, 63
2026/03/04 11:24:43.792, 85 %, 55 %, 64
2026/03/04 11:24:43.797, 88 %, 60 %, 67
2026/03/04 11:24:43.803, 77 %, 52 %, 63
2026/03/04 11:24:43.806, 87 %, 54 %, 60
2026/03/04 11:24:43.808, 81 %, 55 %, 58
2026/03/04 11:24:43.812, 88 %, 54 %, 59
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:24:53.939, 86 %, 57 %, 64
2026/03/04 11:24:53.948, 81 %, 56 %, 64
2026/03/04 11:24:53.952, 84 %, 55 %, 64
2026/03/04 11:24:53.957, 84 %, 57 %, 69
2026/03/04 11:24:53.963, 83 %, 55 %, 63
2026/03/04 11:24:53.967, 83 %, 56 %, 59
2026/03/04 11:24:53.970, 83 %, 57 %, 56
2026/03/04 11:24:53.976, 88 %, 58 %, 59
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:25:04.074, 84 %, 54 %, 64
2026/03/04 11:25:04.079, 82 %, 57 %, 64
2026/03/04 11:25:04.084, 85 %, 57 %, 65
2026/03/04 11:25:04.088, 86 %, 57 %, 69
2026/03/04 11:25:04.092, 84 %, 55 %, 63
2026/03/04 11:25:04.097, 85 %, 56 %, 60
2026/03/04 11:25:04.100, 83 %, 56 %, 58
2026/03/04 11:25:04.106, 88 %, 59 %, 58
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:25:14.226, 86 %, 55 %, 64
2026/03/04 11:25:14.235, 85 %, 57 %, 64
2026/03/04 11:25:14.239, 84 %, 55 %, 65
2026/03/04 11:25:14.245, 85 %, 57 %, 69
2026/03/04 11:25:14.247, 82 %, 56 %, 63
2026/03/04 11:25:14.250, 86 %, 56 %, 60
2026/03/04 11:25:14.259, 79 %, 52 %, 58
2026/03/04 11:25:14.263, 89 %, 59 %, 58
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:25:24.392, 84 %, 55 %, 65
2026/03/04 11:25:24.395, 90 %, 56 %, 64
2026/03/04 11:25:24.402, 84 %, 54 %, 64
2026/03/04 11:25:24.407, 89 %, 56 %, 69
2026/03/04 11:25:24.413, 83 %, 54 %, 63
2026/03/04 11:25:24.416, 87 %, 59 %, 59
2026/03/04 11:25:24.418, 82 %, 55 %, 56
2026/03/04 11:25:24.422, 89 %, 59 %, 58
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:25:34.544, 84 %, 56 %, 64
2026/03/04 11:25:34.551, 84 %, 55 %, 65
2026/03/04 11:25:34.555, 83 %, 55 %, 65
2026/03/04 11:25:34.560, 82 %, 55 %, 70
2026/03/04 11:25:34.565, 83 %, 59 %, 63
2026/03/04 11:25:34.567, 88 %, 58 %, 59
2026/03/04 11:25:34.572, 82 %, 55 %, 57
2026/03/04 11:25:34.574, 88 %, 59 %, 58
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:25:44.703, 82 %, 52 %, 66
2026/03/04 11:25:44.711, 84 %, 53 %, 64
2026/03/04 11:25:44.716, 84 %, 55 %, 64
2026/03/04 11:25:44.719, 80 %, 54 %, 69
2026/03/04 11:25:44.724, 82 %, 52 %, 63
2026/03/04 11:25:44.727, 84 %, 56 %, 59
2026/03/04 11:25:44.731, 85 %, 55 %, 57
2026/03/04 11:25:44.737, 88 %, 55 %, 59
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:25:54.836, 68 %, 35 %, 62
2026/03/04 11:25:54.844, 71 %, 32 %, 61
2026/03/04 11:25:54.851, 53 %, 22 %, 64
2026/03/04 11:25:54.856, 0 %, 0 %, 65
2026/03/04 11:25:54.859, 28 %, 9 %, 59
2026/03/04 11:25:54.862, 7 %, 0 %, 56
2026/03/04 11:25:54.866, 0 %, 0 %, 53
2026/03/04 11:25:54.867, 20 %, 7 %, 55
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:26:04.994, 83 %, 55 %, 65
2026/03/04 11:26:04.996, 86 %, 57 %, 65
2026/03/04 11:26:04.998, 86 %, 54 %, 66
2026/03/04 11:26:05.000, 86 %, 56 %, 70
2026/03/04 11:26:05.003, 83 %, 57 %, 62
2026/03/04 11:26:05.006, 86 %, 60 %, 60
2026/03/04 11:26:05.012, 79 %, 53 %, 58
2026/03/04 11:26:05.016, 83 %, 59 %, 57
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:26:15.134, 82 %, 55 %, 66
2026/03/04 11:26:15.140, 87 %, 58 %, 64
2026/03/04 11:26:15.145, 87 %, 57 %, 65
2026/03/04 11:26:15.150, 86 %, 58 %, 69
2026/03/04 11:26:15.155, 80 %, 54 %, 63
2026/03/04 11:26:15.158, 80 %, 56 %, 60
2026/03/04 11:26:15.162, 84 %, 55 %, 57
2026/03/04 11:26:15.169, 84 %, 54 %, 59
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:26:25.250, 85 %, 55 %, 66
2026/03/04 11:26:25.255, 86 %, 57 %, 65
2026/03/04 11:26:25.259, 82 %, 54 %, 65
2026/03/04 11:26:25.265, 85 %, 58 %, 70
2026/03/04 11:26:25.270, 83 %, 57 %, 62
2026/03/04 11:26:25.275, 85 %, 56 %, 60
2026/03/04 11:26:25.279, 84 %, 54 %, 58
2026/03/04 11:26:25.281, 87 %, 56 %, 59
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:26:35.409, 85 %, 54 %, 66
2026/03/04 11:26:35.412, 86 %, 57 %, 64
2026/03/04 11:26:35.414, 83 %, 55 %, 65
2026/03/04 11:26:35.415, 86 %, 54 %, 70
2026/03/04 11:26:35.419, 80 %, 55 %, 62
2026/03/04 11:26:35.422, 84 %, 55 %, 59
2026/03/04 11:26:35.424, 82 %, 53 %, 57
2026/03/04 11:26:35.428, 84 %, 54 %, 59
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:26:45.547, 83 %, 55 %, 65
2026/03/04 11:26:45.554, 82 %, 56 %, 65
2026/03/04 11:26:45.556, 82 %, 53 %, 66
2026/03/04 11:26:45.561, 81 %, 55 %, 70
2026/03/04 11:26:45.565, 83 %, 56 %, 63
2026/03/04 11:26:45.567, 83 %, 56 %, 59
2026/03/04 11:26:45.570, 85 %, 57 %, 56
2026/03/04 11:26:45.573, 85 %, 58 %, 58
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/04 11:26:55.695, 86 %, 57 %, 66
2026/03/04 11:26:55.699, 87 %, 59 %, 64
2026/03/04 11:26:55.704, 84 %, 55 %, 65
2026/03/04 11:26:55.707, 86 %, 60 %, 69
2026/03/04 11:26:55.710, 82 %, 57 %, 62
2026/03/04 11:26:55.716, 87 %, 57 %, 59
2026/03/04 11:26:55.722, 82 %, 56 %, 58
2026/03/04 11:26:55.725, 86 %, 56 %, 58
