timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:36:25.358, 96 %, 92 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:36:35.404, 97 %, 90 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:36:45.460, 96 %, 89 %, 65
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:36:55.506, 96 %, 91 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:37:05.541, 97 %, 92 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:37:15.574, 95 %, 90 %, 65
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:37:25.621, 95 %, 89 %, 65
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:37:35.665, 96 %, 90 %, 65
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:37:45.725, 97 %, 93 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:37:55.780, 97 %, 90 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:38:05.825, 95 %, 90 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:38:15.881, 96 %, 91 %, 65
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:38:25.946, 94 %, 90 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:38:35.989, 96 %, 92 %, 65
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:38:46.038, 96 %, 91 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:38:56.084, 96 %, 91 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:39:06.121, 97 %, 91 %, 67
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:39:16.155, 95 %, 89 %, 65
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:39:26.201, 95 %, 89 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:39:36.236, 96 %, 92 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:39:46.279, 95 %, 90 %, 65
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:39:56.323, 96 %, 89 %, 65
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:40:06.354, 96 %, 89 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:40:16.416, 96 %, 91 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:40:26.459, 95 %, 89 %, 65
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:40:36.493, 97 %, 90 %, 65
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:40:46.549, 97 %, 92 %, 65
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:40:56.598, 97 %, 92 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:41:06.634, 96 %, 91 %, 65
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:41:16.693, 95 %, 91 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:41:26.749, 96 %, 91 %, 65
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:41:36.787, 97 %, 92 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:41:46.830, 97 %, 90 %, 67
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:41:56.892, 96 %, 91 %, 65
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:42:06.926, 95 %, 90 %, 65
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:42:16.971, 96 %, 89 %, 65
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:42:27.016, 96 %, 90 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:42:37.063, 97 %, 88 %, 66
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:42:47.108, 95 %, 90 %, 65
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/02 12:42:57.153, 96 %, 90 %, 66
