Epoch,epoch_time, loss
0,157.39468373171985,2.2262228125
1,156.86341992020607,1.67212484375
2,157.00049607641995,1.3467509375
3,157.0215527974069,1.09683296875
4,157.10838343203068,0.900552421875
5,157.0782979708165,0.73387140625
6,156.98852662928402,0.6154252734375
7,156.82221241481602,0.5112459375
8,157.08448420278728,0.4394301171875
9,156.9244435597211,0.38027921875
10,156.98412250727415,0.3410619921875
11,156.9458922240883,0.29839267578125
12,156.98173888027668,0.27335576171875
13,156.7629587892443,0.251515625
14,157.12512598000467,0.223849140625
