Epoch,epoch_time, loss
0,41.60478547215462,2.2984628125
1,41.08494991995394,1.626388125
2,41.02223855443299,1.27175359375
3,41.011977752670646,1.006551875
4,41.115132516250014,0.80887328125
5,41.089744763448834,0.649714609375
6,41.08083267882466,0.54366796875
7,41.1415887568146,0.461675625
8,41.1160795930773,0.398739296875
9,41.063722755759954,0.34501640625
10,41.11823205836117,0.31608921875
11,41.07099852710962,0.28406193359375
12,41.12035061977804,0.25843912109375
13,41.080267392098904,0.245071640625
