Epoch,epoch_time,gpu_time
0,10.950500648468733,10.94885546875
1,10.282845178619027,10.282626953125
2,10.262949425727129,10.2627529296875
3,10.2735835313797,10.273384765625
4,10.286575959995389,10.2863828125
5,10.246691884472966,10.2464931640625
6,10.236289059743285,10.2360908203125
7,10.213518474251032,10.2133193359375
8,10.235554918646812,10.2353486328125
9,10.250463796779513,10.2502734375
