Epoch,epoch_time,gpu_time
0,10.968718999996781,10.9666806640625
1,10.265494003891945,10.265333984375
2,10.268351450562477,10.2681865234375
3,10.276313690468669,10.2761484375
4,10.279748760163784,10.279587890625
5,10.24722258746624,10.24705859375
6,10.218030082061887,10.2178564453125
7,10.234260760247707,10.2340947265625
8,10.229642128571868,10.2294833984375
9,10.267229441553354,10.2670625
