Epoch,epoch_time,gpu_time
0,20.58495870232582,20.58328125
1,20.084313306957483,20.08404296875
2,20.082679696381092,20.082388671875
3,20.06283565238118,20.06251171875
4,20.152663161978126,20.152369140625
5,20.139343965798616,20.1390390625
6,20.251711416989565,20.2513828125
7,20.311042048037052,20.31072265625
8,20.243865789845586,20.243568359375
9,20.346360117197037,20.346072265625
