Epoch,epoch_time,gpu_time
0,39.81814304739237,39.81663671875
1,39.178969357162714,39.17851171875
2,38.964216036722064,38.9637265625
3,39.070892149582505,39.0704140625
4,39.060297107324004,39.05981640625
5,38.956609996035695,38.95616015625
6,39.002266339957714,39.0017734375
7,39.06996803730726,39.069484375
8,38.98579042777419,38.9853046875
9,39.03535649366677,39.034890625
